PSA_Id,Domain,English,Kiswahili,Ekegusii,Dholuo,Somali
762,Health,We are advising all health workers to ensure they are wearing masks and PPEs at all times. Please take all the measures we have announced seriously.,Tunawashauri wafanyakazi wote wa afya kuhakikisha wamevaa barakoa na vifaa vya kujikinga wakati wote. Tafadhali chukua hatua zote ambazo tumetangaza kwa uzito.,Nigo tokobasemia abakori emeremo bonsi ba nyagitari kobeka ebikoneri/chimaski amo n'ebinto biogwetanga chingaki chionsi,Wachiwo paro ne jotich duto mag thieth mondo gine ni girwako abuog rombe kod PPEs kinde duto. Yie mondo ukaw okenge duto ma waselando kaka gik madongo.,Waxaan kula talineynaa dhammaan shaqaalaha caafimaadka inay hubiyaan inay xirtaan maaskaro iyo PPE markasta. Fadlan si dhab ah u qaad dhammaan tallaabooyinka aan ku dhawaaqnay.
763,Health,"Restaurants must; 1.ensure quality & safety of food, rinse &sanitize food contact surfaces, disinfect surfaces, floors & counters. 2.Install adequate portable running water & accessible washing basins for hand washing purposes, at the entrance & exit points.","Mikahawa lazima; 1. kuhakikisha ubora na usalama wa chakula, suuza na usafi wa nyuso zinazogusa chakula, safisha nyuso, sakafu na kaunta. 2. Weka maji ya kutosha yanayobebeka na beseni za kufulia zinazoweza kufikika kwa ajili ya kunawia mikono, kwenye sehemu za kuingilia na za kutokea.","Chinsemo chiokoragera; 1. chiikeranie obochenu bwe'chindagera, amo n'ebibekerero, amo n'echinsemo chiokooneria. 2. Beka amache aisaine ase chibeseni chiogwesaba, chiranyare goikerwa na kera omonto, ase ebisieri bioosoa, na gosoka.","Ute chiemo nyaka; 1. neno ni chiemo nigi ber kendo nigi arita maber, lwoko kendo loso kuonde ma chiemo oromoe, keto gik ma nyalo ketho gik moko, piny kod kaunta. 2. Ket pi ma nyalo ting'o ma oromo kod gik ma nyalo chopo e lwoko lwedo, e dhoot mar donjo kod kuonde ma wuok.","Makhaayadaha waa inay: 1. xaqiijiyaan tayada & badbaadada cuntada, ku maydhaan & nadiifiyaan dusha sare ee la xiriira cuntada, ku nadiifiyaan dusha sare, dabaqyada & xisaabaadka. 2.Ku rakib biyo qulqulaya oo la qaadi karo oo ku habboon & baashaal lagu maydho oo la heli karo ujeeddooyinka gacmaha lagu maydho, meelaha gelitaanka & bixitaanka."
764,Health,We are advising members of the public to put on masks when getting into a matatu one is advised to put on a mask. Local production of masks and PPEs has began,"Tunawashauri wananchi kuvaa barakoa wanapoingia kwenye matatu, mtu anashauriwa kuvaa barakoa. Uzalishaji wa barakoa na vifaa vya kujikinga umeanza.","Nigo tokobasemia abamenyi ense kobeka ebikoneri kekero bagosoa ase chimatatu, omonto nigo agosemigwa kobeka egekoneri/emaski. Oboroisia bw'ebinto biogwetanga bwachakire.",Wachiwo paro ne jopiny mondo orwak abuog rombe sama odonjo e matatu ng'ato opuonjore mondo orwak abuog rombe. Loso abuog rombe kod PPEs e pinyno osechako,Waxaan kula talineynaa shacabka inay xirtaan maaskaro marka ay galaan matatu waxaa lagula talinayaa in ay xirtaan maaskaro.
765,Health,"This are the first steps to keeping your family safe from Covid 19; 1.Wash your hands regularly with soap & running water 2. Cover your mouth and nose with a flexed elbow or tissue, when coughing or sneezing. 3.Avoid close contact with anyone who has cold or flu-like symptoms","Hizi ni hatua za kwanza za kulinda familia yako kutokana na Covid 19; 1. Osha mikono yako mara kwa mara kwa sabuni na maji yanayotiririka 2. Funika mdomo na pua yako kwa kiwiko au tishu iliyokunjwa, unapokohoa au kupiga chafya. 3. Epuka kugusana kwa karibu na mtu yeyote ambaye ana dalili za mafua au mafua.","Ebi nabio ebitambokero ebitangani b i'okorenda enyomba yao korwa ase Covid 19; 1.Esibie amaboko ao ase n'amache y'egetacho, n'esabuni. 2.Tuba omonu ne'chimioro kogotumia ekegokoro kiao gose egetambaa ekero ogokorora gose goasimora. 3.Toba ang'e na omonto o nde bwensi obwate rikuba.","Magi gin yore mokwongo mag rito joodu mondo kik giyud Covid 19; 1. Luok lweteni pile ka pile gi sabun kod pi ma ng'ich 2. Uum dhogi kod okumbo ni kata tishu, ka igoyo kata iting'o. 3. Wek tudruok machiegni gi ng'ato ang'ata man kod tuoche mag hoyo kata athung'a.","Kuwani waa tallaabooyinka ugu horreeya si qoyskaaga looga ilaaliyo COVID 19; 1. Gacmaha si joogto ah ugu maydho saabuun iyo biyo socdo 2. Afka iyo sanka ku daboolo lafdhabarta la jiifay ama dhar, marka aad suuxdo ama suuxdo. 3. Ka fogow xiriir dhow qof kasta oo qaba calaamadaha qabowga ama hargabka"
766,Health,Alcohol and Smoking will increase the risks of having high blood pressure. While you STAY AT HOME reduce alcohol intake and smoking.,Pombe na Uvutaji Sigara vitaongeza hatari za kuwa na shinikizo la damu. Unapokaa NYUMBANI punguza unywaji wa pombe na uvutaji sigara.,"Amarwa n'esigara nigo bikomenta obokong'u bw'okonyora riberera riamanyinga. Ekero ore inka, keia konywa amaru gose konywa esigara.","Kongo kod madho ndawa biro medo nyalo mar bedo gi presa mamalo mar remo. Ka ibedo e ot, duok piny madho kong'o kod madho ndawa.",Cabitaanka khamriga iyo sigaarka ayaa kordhin doona khatarta cadaadiska dhiigga sare.Marka aad guriga jogto iska yarey isticmalka khamriga iyo sigarka.
767,Health,Be safe from coronavirus.Washing your hands is the most important way to stop transmission. 1.Wet hands 2.Apply enough soap 3.Scrub all surfaces of the hands for 20-30 seconds. 4.Rinse thoroughly with running water 5.Dry hands with a clean cloth or single-use towel,Kuwa salama kutokana na virusi vya corona. Kuosha mikono yako ndiyo njia muhimu zaidi ya kuzuia maambukizi. 1. Lowesha mikono 2. Paka sabuni ya kutosha 3. Sugua sehemu zote za mikono kwa sekunde 20-30. 4. Suuza vizuri na maji yanayotiririka 5. Kausha mikono kwa kitambaa safi au taulo ya matumizi moja,Etange n'ebinyinyi bia Corona. Gosibia amaboko nenchera ya bene yogotanga ogoetia kwebinyinyi. 1.Esibi amaboko 2.Eyake esabuni 3.Sugua kera ensemo yokoboko ase chisekunde 20-30 4.Sibi amaboko ase amache egetacho 5.Etinyi n'egetambaa ekerabu,Bed gi arita maber kuom korona. Lwoko lweteni en yo maduong' mogik mar geng'o lando tuwo. 1. Lwoko lweteni gi pi 2. Ket sabun moromo 3. Goch lweteni duto kuom sekon 20-30. 4. Luw lweteni maber gi pi moting'o 5. Luw lweteni gi nanga maler kata matiyo go dichiel.,Iska ilaali cudurka Coronavirus. Gacmahaada maydhka ayaa ah habka ugu muhiimsan ee lagu joojin karo gudbinta. 1. Gacmaha qoyan 2.Sabayl ku filan ku dheji 3.Dadka oo dhan 20-30 ilbidhiqsi ku tirtir. 4. Biyaha qulqulaya si fiican u maydho 5. Gacmaha qalalan dhar nadiif ah ama tuulo hal mar loo isticmaalo
768,Health,"How to boost your immune system against the COVID-19; 1. Stay hydrated - drink 3-4 litres of water daily. 2. Take antioxidant-rich diet - amla, guava, green leafy veggies, spinach, garlic, green tea, peppers, turmeric 3. Exercise 4. Meditation 5. Quality sleep","Jinsi ya kuimarisha kinga yako dhidi ya COVID-19; 1. Endelea kuwa na maji mwilini - kunywa lita 3-4 za maji kila siku. 2. Chukua lishe yenye vioksidishaji vingi - amla, guava, mboga za majani mabichi, mchicha, kitunguu saumu, chai ya kijani, pilipili hoho, manjano 3. Mazoezi 4. Kutafakari 5. Usingizi bora","Enchera yokomenta ogwetanga korwa Covid 19 1.Kanywe amache amange - chilita 3-4 kera rituko 2.Kari chindagera buna amapera, chinyeni chiekegusii, egetunguo saumu, n.k 3.Tarataria omobere 4.Okoiranerera 5.Chitoro chiisaine","Kaka inyalo medo teko mar geng'o tuo mar COVID-19; 1. Bed gi pi moromo - metho lita 3-4 mag pi pile ka pile. 2. Kaw chiemo ma nigi antioxidant mang'eny - amla, guava, alode ma nigi oboke, spinach, garlic, green tea, peppers, turmeric 3. Timo gik matego del 4. Paro matut 5. Nindo e yor chuny","Sida loo xoojiyo nidaamka difaaca jirka ee ka dhanka ah COVID-19; 1. Noqo mid qoyan - cab 3-4 litir oo biyo ah maalin kasta. 2. Qaado cunto antioxidant hodan ah - amla, guava, khudradda caleemaha cagaaran, spinach, basasha, shaaha cagaaran, qumbaha, 3. Jimicsi 4. Fadhiga 5. Hurdo tayo leh"
769,Health,You have to be registered to get the COVID-19 vaccine. You can do this at the nearest health facility or be registering on the MOH_Kenya website (http://health.go.ke). All you need is your ID card. Kindly assist your elderly relatives to get registered,Lazima uwe umesajiliwa ili kupata chanjo ya COVID-19. Unaweza kufanya hivi katika kituo cha afya kilicho karibu au kujiandikisha kwenye tovuti ya MOH_Kenya (http://health.go.ke). Unachohitaji ni kitambulisho chako. Tafadhali wasaidie jamaa zako wazee kujiandikisha.,"Goika bwerike erio konyora esindani ya Covid 19. Nabo okwerika ase enyagitari ere ang'e nasore, gose ase etuvuti ya MOH_Kenya (http://health.go.ke). Ekio oganetie nekebande kiao. Konya abakoro kwerika.",Nyaka iket nyingi e kad mar yudo chanjo mar COVID-19. Inyalo timo kamano e kar thieth ma ni machiegni kodi kata inyalo ndiko e websait mar MOH_Kenya (http://health.go.ke). Gima dwarore en mana kad mar in iwuon. Kony wedeni moseti mondo ondik nyingegi e kad,Waa inaad iska diiwaangelisaa si aad u hesho tallaalka COVID-19. Waxaad ku sameyn kartaa xarunta caafimaadka ee kuugu dhow ama waxaad iska diiwaangelin kartaa websaydhka MOH_Kenya (http://health.go.ke). Waxa kaliya ee aad u baahan tahay waa kaarka aqoonsigaaga. Fadlan ka caawi qaraabadaada waayeelka ah inay iska diiwaangeliyaan
770,Health,"Health CS Mutahi Kagwe says total lockdown on the table if coronavirus cases escalate, urges Kenyans to limit social interactions.","Waziri wa Afya Mutahi Kagwe anasema amri ya kutotoka nje ikiwa visa vya virusi vya corona vitaongezeka, anawahimiza Wakenya kupunguza mwingiliano wa kijamii.","Omowaziri o Afya, Mutahi Kagwe otebire richiko riogotasoka isiko ndietigwe onye ebinyinyi bia Coronavirus bikomentekana, obasabire abakenya gokeania okoumerana na abande.","Jatend migao mar thieth, Mutahi Kagwe wacho ni ka kwan mar joma nigi tuo mar coronavirus omedore, inyalo twe ji duto e ot, kendo ojiwo Jo-Kenya mondo kik gibed gi tudruok gi ji mang'eny.","CS Caafimaadka Mutahi Kagwe ayaa sheegay in xiritaanka guud ee miiska haddii kiisaska coronavirus ay sii kordhaan, wuxuu ugu baaqay dadka Kenya inay xaddidaan isdhexgalka bulshada."
771,Health,"Covid-19 variant from India detected in Kenya, MoH says the case was reported in Kisumu.","Wizara ya Afya inasema kisa hicho kiliripotiwa Kisumu, aina ya Covid-19 kutoka India ikigunduliwa nchini Kenya.",Ewizara yoborwaria yatebire ebinyinyi bia Covid 19 koru India biatokire Kisumu,"Kit tuo mar Covid-19 moa India ne ofweny e Kenya, Migawo mar Thieth wacho ni ne oyud kit tuoni Kisumu.","Kala duwanaanta COVID-19 ee ka timid Hindiya ayaa laga helay Kenya, Wasiirka Wasaaradda Caafimaadka ayaa sheegay in kiiska laga soo sheegay Kisumu."
772,Health,"A small number of vaccinated people may get infected with COVID-19 after vaccination; this is called a breakthrough infection, but they are likely to have milder symptoms than if they were not vaccinated.","Idadi ndogo ya watu waliochanjwa wanaweza kuambukizwa COVID-19 baada ya chanjo; hii inaitwa maambukizi ya mafanikio, lakini kuna uwezekano wa kuwa na dalili ndogo kuliko kama hawakuchanjwa.","Enamba enke ya abanto mbakageire konyora oborwaire bwa Covid 19 magega yokonyora esindani yogwetanga. Eye nigo ekorokwa okoambokerigwa kwobobui, nonya abanto aba bagotwara ebimanyererio ebike kobua bari bataranyora esindani.","Kwan matin mar ji moseyudo chanjo nyalo yudo tuo mar COVID-19 bang' yudo chanjo; mano iluongo ni tuo mar breakthrough, to nyalo bedo ni gin gi ranyisi matin moloyo ka dine bed ni ok omigi chanjo.","Tirada yar ee dadka la tallaalay ayaa laga yaabaa inay ku dhacaan COVID-19 tallaalka ka dib; tani waxaa loo yaqaan cudurka horumarinta, laakiin waxay u badan tahay inay la kulmaan calaamado fudud marka loo eego haddii aan la tallaalin."
773,Health,"All COVID-19 vaccines are safe for use by adults, breastfeeding mothers and as per current WHO guidelines, can also be used by pregnant women upon recommendation by a qualified physician.","Chanjo zote za COVID-19 ni salama kwa matumizi ya watu wazima, akina mama wanaonyonyesha na kulingana na miongozo ya sasa ya WHO, zinaweza pia kutumiwa na wanawake wajawazito kwa mapendekezo ya daktari aliyehitimu.","Chisindani chia Covid 19 chionsi nechingiya ase okobetwa abanto abanene, abang'ina/abakungu bakogonkia kobwatekana namorokererio arure na WHO. Nabo chikoegwa abakungu bare morito, koreng'ana nogoetia k w'omonyagitari.","Geng'o mag COVID-19 duto ni kare ne joma dongo, mine mapidho nyithindo, kendo kaluwore gi chike mag riwruok mar piny mangima mar thieth, mon ma yach bende nyalo tiyo kodgi ka laktar okonyogi.","Dhammaan tallaallada COVID-19 waxay ammaan u yihiin dadka waaweyn, hooyooyinka naas nuujinaya iyo sida ku cad tilmaamaha WHO ee hadda jira, haweenka uurka leh ayaa sidoo kale isticmaali kara talobixinta dhakhtarka aqoonta leh."
774,Health,Taking different types of vaccines is not recommended. After being fully vaccinated you will obtain your COVID-19 certificate from the MOH website https://portal.health.go.ke.,Kuchukua aina tofauti za chanjo haipendekezwi. Baada ya kuchanjwa kikamilifu utapata cheti chako cha COVID-19 kutoka kwa tovuti ya MOH https://portal.health.go.ke.,"Kobetwa chisindani cao ao teancheiri. Ekero kwanyorire esindani, nabo okonyora esatibigeti yao ya COVI-19 korwa ase omtandao o MOH https://portal.health.go.ke",Tiyo gi yore mopogore mag yudo thieth ok en gima owinjore. Bang' yudo chanjo duto ibiro yudo satifiket mar COVID-19 e websait mar MOH https://portal.health.go.ke.,Qaadashada noocyo kala duwan oo tallaal ah laguma talinayo. Ka dib markaad si buuxda u tallaasho waxaad shahaadadaada COVID-19 ka heli doontaa websaydhka wasaaradda caafimaadka https://portal.health.go.ke.
775,Health,"Five new Mpox cases detected in Kenya, one patient in isolation","Visa vitano vipya vya Mpox vyagunduliwa nchini Kenya, mgonjwa mmoja akiwa ametengwa",Abanto batano batokire babwate oborwaire bwa Mpox igaa Kenya. Omorwaire oyomo orusananigwe,"Jotuo abich manyien mag Mpox ne ofweny Kenya, jatuo achiel ne oket kar kende","Shan kiis oo cusub oo Mpox ah ayaa laga helay Kenya, hal bukaan oo go'doomin ah"
776,Health,"Key causes of TB include undernutrition, HIV, alcohol use disorders, smoking, and diabetes. Get the word out! We can eradicate TB together","Sababu kuu za Kifua Kikuu ni pamoja na lishe duni, VVU, matatizo ya matumizi ya pombe, uvutaji sigara, na kisukari. Fahamu! Tunaweza kutokomeza Kifua Kikuu pamoja","Esese nigo ekorentwa na ogotaragera buya, enyamoreo, obotindu bwa amaru, esigara amo noborwaire bwesukari. Raria eng'ana eye! Ase oboamo nabo togokora esese","Moko kuom gik madongo makelo TB gin kaka kech, ayaki, mer, madho ndawa, koda tuwo mar sukari. Landuru wachno! Wanyalo tieko tuwo mar kahera kanyachiel","Sababaha ugu waaweyn ee cudurka TB waxaa ka mid ah nafaqo la'aanta, HIV, cudurrada khamriga, sigaarka iyo sonkorowga."
777,Health,Coughing! Fever! Night sweats! Chest pains! Weight loss! You could have TB. Testing and treatment are free at all public hospitals!Get tested today!,Kikohozi! Homa! Jasho la usiku! Maumivu ya kifua! Kupunguza uzito! Unaweza kuwa na TB. Upimaji na matibabu ni bure katika hospitali zote za umma! Pima leo!,Ogokorora! Riberera! Kogiramora botuko! Goatigwa egekuba! Gokea omobere! Nabo oratware Esese. Ogopimwa na oborwaria nigo bokoenanwa bosa ase chinyagitari chieserekali! Pimwa rero!,Ywak! Tuwo! Kuyo mar otieno! Owinjo ka chunye lit! Duoko kilo chien! Inyalo bedo gi tuwo mar kahera. Nonro kod thieth gin nono e osiptande duto mag sirkal! Tim nonro kawuono!,"Duufaanta, hargabka, dareenka, xanuunka laabta, miisaanka luminta, cudurka TB, baaritaanka iyo daaweynta waa lacag la'aan dhamaan isbitaalada dadweynaha."
778,Health,"To get cured of TB, you must complete the entire course of treatment as advised by the health worker.","Ili kupona kifua kikuu, ni lazima ukamilishe matibabu yote kama ilivyoshauriwa na mfanyakazi wa afya.","Erio obwene esese, goika okore oborwaria buna ogosemigwa nomonyagitaro oo.","Mondo thieth mar TB ochangi, nyaka itiek kit thieth duto kaka laktar owacho.","Si aad u bogsato cudurka TB, waa inaad dhameystirtaa daaweynta oo dhan sida uu kugula talinayo shaqaalaha caafimaadka."
779,Health,"Key points to stop Mpox spread: Avoid close contact with individuals showing symptoms. Do not share personal items like towels, utensils, or clothing. Maintain good hygiene by washing hands frequently.","Mambo muhimu ya kuzuia kuenea kwa Mpox: Epuka kugusana kwa karibu na watu wanaoonyesha dalili. Usishiriki vitu vya kibinafsi kama vile taulo, vyombo, au nguo. Dumisha usafi mzuri kwa kunawa mikono mara kwa mara.","Amang'ana yengencho yogotanga Mpox: Tiga goikana ang'e nabanto babwate ebimanyererio bioborwaire obo. Timosanga ebinto bia ime buna chitauro, ebinto biendagera, gose chianga. Kaba omochenu ase ogwesibi amaboko ao kera chingaki.","Weche madongo mag geng'o landruok mar Mpox: Kik ibed machiegni gi joma nigi ranyisi mag tuwono. Kik inyis ng'at machielo gik ma in-go, kaka togo, sende, kata lewni. Bed ng'ama ler kuom luoko lweteni kinde ka kinde.","Waxyaabaha ugu muhiimsan ee lagu joojin karo faafitaanka Mpox: Ka fogow inaad xiriir dhow la yeelato dadka muujinaya calaamadaha cudurka. Ha la wadaagin waxyaabaha shakhsi ahaaneed sida tuulooyinka, weelasha, ama dharka."
780,Health,"Mpox symptoms include fever, rash, and swollen lymph nodes. Seek medical care immediately if you notice any of these.","Dalili za Mpox ni pamoja na homa, upele, na uvimbe wa tezi za limfu. Tafuta huduma ya matibabu mara moja ikiwa utagundua yoyote kati ya haya.","Ebimanyererio bia Mpox nigo bire buna rikuba, upele, okobimba chingw'eno. Genda nyagitari kegima ekero kwarorire ebimanyererio ebi ase ore.","Ranyisi mag Mpox oriwo tuo mar midhusi, chwat, kod chwoyo mar lymph nodes. Kapo ni ineno moro amora kuom gigo, ne laktar.","Calaamadaha Mpox waxaa ka mid ah hargabka, ciribtirka, iyo qanjirka lymph node ee bararka."
781,Health,Mpox outbreak in Mombasa. Two people have died from Monkey Pox disease. Mombasa County has reported 98 Monkey Pox cases. There is a lot of active community transmission,Mlipuko wa Mpox Mombasa. Watu wawili wamefariki kutokana na ugonjwa wa Tumbili. Kaunti ya Mombasa imeripoti visa 98 vya Tumbili. Kuna maambukizi mengi ya kijamii yanayoendelea,Oborwaire bwa bwatokire MPOX Mombasa Ekaunti ya Mombasa yaripotiri abanto emerongo kianda na isano isato gotwara oborwaire Bwa MPOX naboigo babere gosira kobwatia oborwaire obo na kogenderera koambokera abande abange.,Tuwo mar Mpox ne ochakore Mombasa. Ji ariyo osetho nikech tuo mar Monkey Pox. Kaunti mar Mombasa osechiwo ripot mar ji 98 ma nigi tuo mar Monkey Pox. Nitie kwan mang'eny mag tuoche mayudo ji e alworano,Faafaha Mpox ee Mombasa. Labo qof ayaa u dhintay cudurka Monkey Pox. Gobolka Mombasa ayaa soo sheegay 98 kiis oo Monkey Pox ah. Waxaa jira tiro badan oo gudbinta bulshada firfircoon
