PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Fact_Source,Source
1343,Health,General,Residents attending local meetings will hear updates on routine childhood immunization under the Kenya Expanded Programme on Immunization (KEPI) and child growth monitoring and Vitamin A supplementation during Malezi Bora week.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu chanjo za kawaida za watoto chini ya Mpango wa Kenya wa Chanjo (KEPI) na ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.,,h03+h11,grounded_generated
1344,Health,General,Residents attending local meetings will hear updates on routine childhood immunization under the Kenya Expanded Programme on Immunization (KEPI) and family planning services available free of charge at public clinics.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu chanjo za kawaida za watoto chini ya Mpango wa Kenya wa Chanjo (KEPI) na huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.,,h03+h12,grounded_generated
1345,Health,General,Residents attending local meetings will hear updates on free tuberculosis (TB) diagnosis and treatment at public health facilities and distribution of long-lasting insecticidal mosquito nets to prevent malaria.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma na usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria.,,h04+h05,grounded_generated
1346,Health,General,Residents attending local meetings will hear updates on free tuberculosis (TB) diagnosis and treatment at public health facilities and HPV vaccination for adolescent girls to prevent cervical cancer.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma na chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi.,,h04+h06,grounded_generated
1347,Health,General,Residents attending local meetings will hear updates on free tuberculosis (TB) diagnosis and treatment at public health facilities and community health promoters (CHPs) offering household health education and referrals.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma na wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani.,,h04+h07,grounded_generated
1348,Health,General,Residents attending local meetings will hear updates on free tuberculosis (TB) diagnosis and treatment at public health facilities and free HIV testing and counselling services at public health facilities.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma na huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma.,,h04+h08,grounded_generated
1349,Health,General,Residents attending local meetings will hear updates on free tuberculosis (TB) diagnosis and treatment at public health facilities and screening for non-communicable diseases such as diabetes and hypertension.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma na uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu.,,h04+h09,grounded_generated
1350,Health,General,Residents attending local meetings will hear updates on free tuberculosis (TB) diagnosis and treatment at public health facilities and mental health support services under the national mental health action plan.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma na huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.,,h04+h10,grounded_generated
1351,Health,General,Residents attending local meetings will hear updates on free tuberculosis (TB) diagnosis and treatment at public health facilities and child growth monitoring and Vitamin A supplementation during Malezi Bora week.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma na ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.,,h04+h11,grounded_generated
1352,Health,General,Residents attending local meetings will hear updates on free tuberculosis (TB) diagnosis and treatment at public health facilities and family planning services available free of charge at public clinics.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu uchunguzi na matibabu ya kifua kikuu (TB) bila malipo katika vituo vya afya vya umma na huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.,,h04+h12,grounded_generated
1353,Health,General,Residents attending local meetings will hear updates on distribution of long-lasting insecticidal mosquito nets to prevent malaria and HPV vaccination for adolescent girls to prevent cervical cancer.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria na chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi.,,h05+h06,grounded_generated
1354,Health,General,Residents attending local meetings will hear updates on distribution of long-lasting insecticidal mosquito nets to prevent malaria and community health promoters (CHPs) offering household health education and referrals.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria na wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani.,,h05+h07,grounded_generated
1355,Health,General,Residents attending local meetings will hear updates on distribution of long-lasting insecticidal mosquito nets to prevent malaria and free HIV testing and counselling services at public health facilities.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria na huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma.,,h05+h08,grounded_generated
1356,Health,General,Residents attending local meetings will hear updates on distribution of long-lasting insecticidal mosquito nets to prevent malaria and screening for non-communicable diseases such as diabetes and hypertension.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria na uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu.,,h05+h09,grounded_generated
1357,Health,General,Residents attending local meetings will hear updates on distribution of long-lasting insecticidal mosquito nets to prevent malaria and mental health support services under the national mental health action plan.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria na huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.,,h05+h10,grounded_generated
1358,Health,General,Residents attending local meetings will hear updates on distribution of long-lasting insecticidal mosquito nets to prevent malaria and child growth monitoring and Vitamin A supplementation during Malezi Bora week.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria na ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.,,h05+h11,grounded_generated
1359,Health,General,Residents attending local meetings will hear updates on distribution of long-lasting insecticidal mosquito nets to prevent malaria and family planning services available free of charge at public clinics.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu usambazaji wa vyandarua vinavyodumu kwa muda mrefu kuzuia malaria na huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.,,h05+h12,grounded_generated
1360,Health,General,Residents attending local meetings will hear updates on HPV vaccination for adolescent girls to prevent cervical cancer and community health promoters (CHPs) offering household health education and referrals.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi na wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani.,,h06+h07,grounded_generated
1361,Health,General,Residents attending local meetings will hear updates on HPV vaccination for adolescent girls to prevent cervical cancer and free HIV testing and counselling services at public health facilities.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi na huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma.,,h06+h08,grounded_generated
1362,Health,General,Residents attending local meetings will hear updates on HPV vaccination for adolescent girls to prevent cervical cancer and screening for non-communicable diseases such as diabetes and hypertension.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi na uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu.,,h06+h09,grounded_generated
1363,Health,General,Residents attending local meetings will hear updates on HPV vaccination for adolescent girls to prevent cervical cancer and mental health support services under the national mental health action plan.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi na huduma za usaidizi wa afya ya akili chini ya mpango wa kitaifa wa afya ya akili.,,h06+h10,grounded_generated
1364,Health,General,Residents attending local meetings will hear updates on HPV vaccination for adolescent girls to prevent cervical cancer and child growth monitoring and Vitamin A supplementation during Malezi Bora week.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi na ufuatiliaji wa ukuaji wa mtoto na virutubisho vya Vitamini A wakati wa wiki ya Malezi Bora.,,h06+h11,grounded_generated
1365,Health,General,Residents attending local meetings will hear updates on HPV vaccination for adolescent girls to prevent cervical cancer and family planning services available free of charge at public clinics.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu chanjo ya HPV kwa wasichana balehe kuzuia saratani ya shingo ya kizazi na huduma za uzazi wa mpango zinazopatikana bure katika kliniki za umma.,,h06+h12,grounded_generated
1366,Health,General,Residents attending local meetings will hear updates on community health promoters (CHPs) offering household health education and referrals and free HIV testing and counselling services at public health facilities.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani na huduma za bure za upimaji na ushauri wa VVU katika vituo vya afya vya umma.,,h07+h08,grounded_generated
1367,Health,General,Residents attending local meetings will hear updates on community health promoters (CHPs) offering household health education and referrals and screening for non-communicable diseases such as diabetes and hypertension.,Wakazi wanaohudhuria mikutano ya eneo watasikia taarifa kuhusu wahamasishaji wa afya ya jamii (CHP) wanaotoa elimu ya afya na rufaa nyumbani na uchunguzi wa magonjwa yasiyoambukiza kama kisukari na shinikizo la damu.,,h07+h09,grounded_generated
