PSA_Id,Domain,Class,English,Kiswahili,Dholuo,Source,date_collected,Metadata
1718,Security & Safety,General,Foster caregivers must be vetted to ensure safe environments for vulnerable children.,Walezi wa watoto wa kulea lazima wachunguzwe ili kuhakikisha mazingira salama kwa watoto walio katika mazingira magumu.,Onego onon joma rito nyithindo ma ok nyal yudo kony mondo omi nyithindgi obed gi ngima maber.,Original dataset,,
1719,Security & Safety,Child Protection,Child marriage harms children’s health and future. Communities must report cases and support girls’ education.,Ndoa za utotoni hudhuru afya na mustakabali wa watoto. Jamii lazima ziripoti visa na kuunga mkono elimu ya wasichana.,Kend mar nyithindo nyalo ketho ngima nyithindo e kinde mabiro.,Original dataset,,
1720,Security & Safety,General,Children experiencing trauma need psychological support available through free counseling services.,Watoto wanaopitia kiwewe wanahitaji usaidizi wa kisaikolojia unaopatikana kupitia huduma za ushauri nasaha bila malipo.,Nyithindo ma nigi tuwo mar obwongo dwaro kony ma ginyalo yudo kuom weche mag paro kokalo kuom kony ma onge chudo.,Original dataset,,
1721,Security & Safety,General,"Street-connected children require shelters, education, and reintegration programs for safety and development.","Watoto wanaohusiana na mitaa wanahitaji malazi, elimu, na programu za kuwaunganisha tena na jamii kwa ajili ya usalama na maendeleo.","Nyithindo ma onge kuonde dak dwaro kuonde dak, somo, koda chenro mag duogo e ngima mar joot mondo gibed gi ritruok kod dongruok.",Original dataset,,
1722,Security & Safety,General,Child labor is illegal. Report hazardous child work to the Labour Department or call 0800220444.,Ajira kwa watoto ni kinyume cha sheria. Ripoti kazi hatarishi kwa watoto kwa Idara ya Kazi au piga simu 0800220444.,Miyo nyithindo tije matek manyalo geng'o dongruokgi en wach ma chik odagi. Chiw ripot e namba 0800220444,Original dataset,,
1723,Security & Safety,General,Children involved in legal processes should receive specialized legal aid through the Office of the Director of Public Prosecutions.,Watoto wanaohusika katika michakato ya kisheria wanapaswa kupokea msaada maalum wa kisheria kupitia Ofisi ya Mkurugenzi wa Mashtaka ya Umma.,Nyithindo ma wechegi iloso gi jood bura mag nyithindo onego oyud kony ma ichiwo kokalo kuom ofis mar Jatend Josed bura.,Original dataset,,
1724,Security & Safety,General,Children should learn to protect personal information online and report suspicious interactions to trusted adults.,Watoto wanapaswa kujifunza kulinda taarifa binafsi mtandaoni na kuripoti miingiliano inayotiliwa shaka kwa watu wazima wanaowaamini.,Nyithindo onego opuonjre rito weche ma gin-go e Intanet kendo ginyis joma dongo ma gigeno weche ma kamago.,Original dataset,,
1725,Security & Safety,Gender-Based Violence,Domestic violence harms children. Report incidents to local authorities or child helplines.,Vurugu za nyumbani huwadhuru watoto. Ripoti matukio kwa mamlaka za mitaa au simu za usaidizi kwa watoto.,Dhaw e udi nyalo hinyo nyithindo. Omiyo jonyuol onego ochiw ripot kagiparo ni nitie nyithindo misando,Original dataset,,
1726,Security & Safety,Child Protection,Government and NGOs support orphaned children with essential services. Adoption and foster care follow legal guidelines.,Serikali na mashirika yasiyo ya kiserikali huwasaidia watoto yatima kwa huduma muhimu. Uasili na malezi ya watoto wa kambo hufuata miongozo ya kisheria.,Sirkal kod riwruoge maok mag sirkal konyo nyithindo ma nyithi kiye gi tije madwarore.,Original dataset,,
1727,Security & Safety,General,"Every child has rights to education, healthcare, and protection. Communities must report violations.","Kila mtoto ana haki ya kupata elimu, huduma ya afya, na ulinzi. Jamii lazima ziripoti ukiukwaji.","Nyathi ka nyathi nigi ratiro mar yudo somo, thieth, kod rit.",Original dataset,,
1728,Security & Safety,General,Bullying leads to depression and school dropouts. Schools must enforce strict anti-bullying policies and provide counseling for affected children.,Unyanyasaji husababisha mfadhaiko na kuacha shule. Shule lazima zitekeleze sera kali za kupambana na uonevu na kutoa ushauri nasaha kwa watoto walioathiriwa.,Sando nyithindo e skunde miyo giweyo somo. Omiyo nyaka mi nyithindo puon mabeyo ewi rach ma sandruok kelo,Original dataset,,
1729,Security & Safety,Flood Safety,"In disasters (floods, fires), children are most vulnerable. Ensure they are evacuated safely and receive psychosocial support.","Katika majanga (mafuriko, moto), watoto ndio walio hatarini zaidi. Hakikisha wanahamishwa salama na wanapata usaidizi wa kisaikolojia.","Sama masira moro otimore (yamo, mach, kod mamoko), nyithindo ema nyalo bedo gi chandruok ahinya.",Original dataset,,
1730,Security & Safety,General,Sexual predators target children online and offline. Parents should monitor interactions and teach children about body safety.,Wanyanyasaji wa kingono huwalenga watoto mtandaoni na nje ya mtandao. Wazazi wanapaswa kufuatilia mwingiliano na kuwafundisha watoto kuhusu usalama wa miili yao.,Jonyuol onego onon tudruok ma nyithindo nigo e mbui gi jomamoko kendo gipuonj nyithindgi gik ma nyalo miyo gibed gi ngima maber.,Original dataset,,
1731,Security & Safety,General,Children with disabilities face higher risks of abuse. Ensure inclusive education and accessible reporting mechanisms for their protection.,Watoto wenye ulemavu wanakabiliwa na hatari kubwa zaidi za unyanyasaji. Hakikisha elimu jumuishi na mifumo ya kuripoti inayopatikana kwa urahisi kwa ajili ya ulinzi wao.,Nyithindo ma nigi midekre yudo pek mang'eny e kwedo timbe njore.,Original dataset,,
1732,Security & Safety,Child Protection,"Local communities should establish child protection committees to monitor and report abuse cases, working closely with government agencies.","Jamii za wenyeji zinapaswa kuanzisha kamati za ulinzi wa watoto ili kufuatilia na kuripoti kesi za unyanyasaji, zikifanya kazi kwa karibu na mashirika ya serikali.","Oganda manie alwora onego ochak komiti mag rito nyithindo kuom weche mag nindruok, ka gitiyo machiegni gi migepe mag sirkal.",Original dataset,,
1733,Security & Safety,General,The Kenya Police have specialized desks to handle child-related cases with sensitivity and confidentiality. Report cases at any police station.,Polisi wa Kenya wana madawati maalum ya kushughulikia kesi zinazohusiana na watoto kwa unyeti na usiri. Ripoti kesi katika kituo chochote cha polisi.,"Polise ma Kenya nigi grube makende motieg ne konyo weche motudore gi nyithindo, kow ripot ka polis mondo nyithindo makale masiragi oyud konyruok",Original dataset,,
1734,Security & Safety,General,"Neglect harms a child's development. Parents and guardians must provide basic needs, love, and security to prevent long-term trauma.","Kupuuza huharibu ukuaji wa mtoto. Wazazi na walezi lazima watoe mahitaji ya msingi, upendo, na usalama ili kuzuia majeraha ya muda mrefu.","Ka ng'ato ok dew nyathi, mano nyalo miyo odong gi chuny mangi lit.   Jonyuol kod jopuonj nyaka mi nyithindo arita kod hera",Original dataset,,
1735,Security & Safety,General,Refugee children are vulnerable to abuse and trafficking. Humanitarian agencies provide safe shelters and education in camps.,Watoto wakimbizi wako katika hatari ya kudhulumiwa na kuuzwa nje ya nchi. Mashirika ya kibinadamu hutoa makazi salama na elimu katika kambi.,Oganda ma konyo joma oringo thuchegi nyalo yudo kuonde dak kod tiegruok e kambi.,Original dataset,,
1736,Security & Safety,General,Some communities still practice harmful traditions involving children. Report such cases to authorities immediately.,Baadhi ya jamii bado zinafuata mila hatari zinazowahusisha watoto. Ripoti visa kama hivyo kwa mamlaka mara moja.,Nitie ogendini mapod luwo chike kod timbe manyalo hinyo nyithindo,Original dataset,,
1737,Security & Safety,Child Protection,Positive parenting reduces abuse risks. Attend government-sponsored parenting programs to learn child protection strategies.,Uzazi chanya hupunguza hatari za unyanyasaji. Hudhuria programu za uzazi zinazofadhiliwa na serikali ili kujifunza mikakati ya ulinzi wa watoto.,Bedo janyuol maber miyo nyithindo dongo e yo makare nikech puonj kod hera magiyudo,Original dataset,,
1738,Security & Safety,General,Children involved in legal matters should go through specialized courts to ensure fair and trauma-sensitive proceedings.,Watoto wanaohusika katika masuala ya kisheria wanapaswa kupitia mahakama maalum ili kuhakikisha kesi zinazowahusu watoto kwa haki na zinazowahusu kiwewe.,Nyithindo ma nigi kes mopogore opogore onego odhi e kot makende mondo omi sirkal okaw okang' makare kendo ma ok okelo hinyruok.,Original dataset,,
1739,Security & Safety,Drug Abuse,Underage drug use leads to crime and health issues. Schools and parents should educate children on substance abuse dangers.,Matumizi ya dawa za kulevya kwa watoto wachanga husababisha uhalifu na matatizo ya kiafya. Shule na wazazi wanapaswa kuwaelimisha watoto kuhusu hatari za matumizi mabaya ya dawa za kulevya.,Miyo nyithindo yedhe mamero miyo gibed gi timbe mahundu kod chandruoge mag ngima.,Original dataset,,
1740,Security & Safety,General,"Dial 116 (Child Helpline) or 999 (Emergency) to report child abuse, neglect, or exploitation for immediate assistance.","Piga 116 (Nambari ya Msaada kwa Mtoto) au 999 (Dharura) ili kuripoti unyanyasaji, kutelekezwa, au unyonyaji wa mtoto kwa msaada wa haraka.","Ti gi namba 116 (Child Helpline) kata 999 (Emergency) mondo ichiw report mamulo wach nyithindo misando kata mojwang'ogi,  mondo ikonygi mapiyo.",Original dataset,,
1741,Security & Safety,General,Children in areas like Northern Kenya face abduction and recruitment into armed groups. Security agencies must prioritize their safety.,Watoto katika maeneo kama Kaskazini mwa Kenya wanakabiliwa na utekaji nyara na kuajiriwa katika vikundi vyenye silaha. Mashirika ya usalama lazima yape kipaumbele usalama wao.,Nyithindo manie alwora kaka Northern Kenya yudo ka ikwalo kendo iketo e grube mag lweny.,Original dataset,,
1742,Security & Safety,General,"Perpetrators of child abuse face severe penalties, including life imprisonment. Report offenders to ensure justice for victims.","Wahalifu wa unyanyasaji wa watoto wanakabiliwa na adhabu kali, ikiwa ni pamoja na kifungo cha maisha jela. Waripoti wahalifu ili kuhakikisha haki kwa waathiriwa.",Joma timbegi richo nyalo yudo kum mager moriwo nyaka twech mar ngima.,Original dataset,,
1743,Security & Safety,General,Schools in high-risk areas should have security measures to protect children from terrorist threats and abductions.,Shule zilizo katika maeneo yenye hatari kubwa zinapaswa kuwa na hatua za usalama ili kuwalinda watoto dhidi ya vitisho vya kigaidi na utekaji nyara.,Skunde manie alwora ma makale masiche mang'eny onego obed gi chenro mag rito nyithindo kuom luoro mag jo mahundu,Original dataset,,
1744,Security & Safety,General,Children's identities can be stolen for fraud. Parents should safeguard birth certificates and monitor credit reports.,Utambulisho wa watoto unaweza kuibiwa kwa udanganyifu. Wazazi wanapaswa kulinda vyeti vya kuzaliwa na kufuatilia ripoti za mikopo.,Jonyuol onego otang' gi omahundu manyalotiyo gi satifiket nyithindgi mag nyuol e kwalo pesa,Original dataset,,
1745,Security & Safety,General,"Victims of sexual abuse need medical, legal, and psychological support. Specialized centers offer free services nationwide.","Waathiriwa wa unyanyasaji wa kijinsia wanahitaji usaidizi wa kimatibabu, kisheria, na kisaikolojia. Vituo maalum hutoa huduma za bure kote nchini.","Joma isando e yor nindruok dwaro kony mar thieth, chike, kod weche mag thieth.",Original dataset,,
1746,Security & Safety,General,"Many children drown in open water sources. Parents should supervise kids near pools, rivers, and wells.","Watoto wengi huzama kwenye vyanzo vya maji vilivyo wazi. Wazazi wanapaswa kuwasimamia watoto karibu na madimbwi ya maji, mito, na visima.","Nyithindo mang'eny thoga e pi ma yudore e dho nam, kendo jonyuol onego orit nyithindgi machiegni gi yawo, aore, kod sokni.",Original dataset,,
1747,Security & Safety,General,Churches and mosques must vet staff and implement policies to prevent child abuse within their facilities.,Makanisa na misikiti lazima yachunguze wafanyakazi na kutekeleza sera za kuzuia unyanyasaji wa watoto ndani ya vituo vyao.,Kanise kod kuonde mag lemo nyaka non jotich kendo gitim chenro mar geng'o timbe mag nindruok e kind nyithindo.,Original dataset,,
1748,Security & Safety,General,Media should avoid exposing children to harmful content and respect their privacy when reporting on abuse cases.,Vyombo vya habari vinapaswa kuepuka kuwaweka watoto katika hatari ya kupata maudhui hatari na kuheshimu faragha yao wanaporipoti visa vya unyanyasaji.,Joot mag weche midwaro nyiso onego kik ginyis nyithindo gik manyalo hinyogi kendo onego giwinj pachgi sama giwuoyo e wi weche ma nyiso ni gitimonegi marach.,Original dataset,,
1749,Security & Safety,General,Criminal gangs exploit children for begging. Report such cases to the police for rescue and rehabilitation.,Magenge ya wahalifu huwanyanyasa watoto kwa kuombaomba. Ripoti kesi kama hizo kwa polisi kwa ajili ya uokoaji na ukarabati.,"Jomahundu tiyo marach gi nyithindo ka gichunogi kwayo kony, omiyo onego ginyis polis wachno mondo oresgi .",Original dataset,,
1750,Security & Safety,General,Ensure school vans are properly licensed and drivers vetted to prevent accidents and kidnappings.,Hakikisha magari ya shule yana leseni ipasavyo na madereva wamechunguzwa ili kuzuia ajali na utekaji nyara.,ng'iuru ni mtokni mag skul nigi ratiro mar ringo  kendo ni derebe nigi ratiro mar tiegruok  mondo kik gitim aksident,Original dataset,,
1751,Security & Safety,General,Extremist groups target vulnerable children. Communities should report suspicious recruitment activities.,Makundi yenye msimamo mkali yanawalenga watoto walio katika mazingira magumu. Jamii zinapaswa kuripoti shughuli za kuajiri zinazotiliwa shaka.,Oganda ma kwedo Nyasaye temo ahinya mondo oso nyithindo e grube mahundu,Original dataset,,
1752,Security & Safety,General,Hospitals should have trained staff to handle child abuse cases with confidentiality and care.,Hospitali zinapaswa kuwa na wafanyakazi waliofunzwa kushughulikia kesi za unyanyasaji wa watoto kwa usiri na utunzaji.,Osiptende onego obed gi joma otieg e kaka irito nyithindo e yo mariek kendo maonge luoro.,Original dataset,,
